ResponseId,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,Q4_26,Q4_27,Q4_28,Q4_29,Q4_30,Q4_31,Q4_32,Q4_33,Q4_34,Q4_35,Q4_36,Q4_37,Q4_38,Q4_39,Q4_40,Q4_41,Q4_42,Q4_43,Q4_44,Q4_45,Q4_46,Q4_47,Q4_48,Q4_49,Q4_50,Q4_51,Q4_52,Q4_53,Q4_54,Q4_55,Q4_56,Q4_57,Q4_58,Q4_59,Q4_60
R_2qqpHtsjboGKuFz,4,4,1,4,4,2,5,2,4,4,4,3,5,4,4,4,1,5,2,4,2,1,2,4,2,3,4,2,5,2,4,4,5,2,3,2,1,4,2,4,3,2,4,4,1,3,2,1,4,3,4,5,5,2,2,3,4,2,1,4
R_22FwyFCE4znijas,4,5,2,2,4,1,5,4,3,5,2,2,4,2,3,4,2,4,4,3,3,1,2,4,1,2,2,2,4,4,4,4,4,4,4,2,2,4,4,4,2,1,5,5,3,4,2,2,2,4,4,5,4,3,4,4,5,2,2,2
R_Y3TnMRR16ybKfOF,4,3,2,5,5,2,5,2,4,5,3,4,5,1,4,3,5,4,4,5,3,1,2,5,1,1,3,2,4,2,2,4,5,4,5,2,1,5,2,5,3,5,5,5,2,4,2,2,4,1,3,5,5,2,1,3,2,1,1,4
R_1NsGi0EOWDnnWLu,4,5,4,4,1,2,4,3,4,5,1,2,4,5,5,1,1,3,4,5,3,3,5,3,1,2,5,4,1,1,2,4,2,4,5,4,2,4,4,5,5,2,4,1,1,5,1,4,2,1,4,4,2,3,1,5,5,2,5,5
R_2ZIHgYIK8S8ERkM,4,3,2,4,5,2,5,4,4,5,4,4,4,5,4,5,4,5,5,5,4,4,4,2,2,5,5,4,2,2,5,5,2,4,5,4,4,5,4,4,2,4,5,2,1,1,4,5,2,2,2,5,5,2,2,4,4,2,5,2
R_1QFofVwznbOAnwu,4,4,5,3,2,2,5,4,4,5,2,1,5,2,3,4,1,2,5,4,3,3,4,5,1,2,5,4,4,4,4,4,1,3,4,4,2,4,2,5,4,5,4,4,2,4,4,2,2,2,3,4,2,4,1,4,4,5,3,4
R_DjijQinDUAqa6NX,1,3,5,1,5,1,2,5,2,4,4,4,2,4,1,5,2,1,4,4,1,4,5,2,3,4,4,4,2,4,5,3,1,4,3,5,4,1,4,1,1,2,1,4,2,1,4,2,2,3,5,2,1,4,1,3,1,5,4,1
R_OOo6j1pDqutwv85,1,2,2,4,2,4,5,2,2,5,2,3,3,5,5,5,2,5,4,5,2,4,2,2,1,5,3,4,2,2,5,4,3,4,5,4,2,5,5,5,2,4,5,5,3,1,4,2,2,5,5,5,5,5,1,4,4,2,2,3
R_26fkDLHXPclocfO,4,5,2,4,5,1,5,3,4,5,2,2,5,1,4,4,1,3,2,5,2,1,4,5,1,4,4,3,4,2,4,4,4,2,5,2,1,4,1,5,4,4,5,4,1,3,1,2,5,2,4,5,4,1,1,5,5,1,4,4
R_PXrQJCdJbE1B6Gl,4,4,4,2,4,4,5,5,4,5,1,4,4,5,4,5,4,5,4,4,4,2,4,2,1,5,2,4,2,2,5,4,5,5,4,4,4,4,5,5,2,4,3,2,2,4,4,1,1,1,4,4,4,4,2,4,3,2,5,3
R_1o5oTDSishhYB0b,5,5,5,1,1,5,5,4,4,5,1,4,4,4,5,1,1,2,5,5,2,2,4,3,1,1,4,4,1,1,1,4,1,5,5,1,2,4,4,5,5,4,4,2,1,5,1,4,1,2,1,5,2,4,2,5,4,4,4,5
R_1eDV4KNudxGKaXv,4,5,2,1,1,1,5,3,4,4,1,2,3,4,4,1,1,4,4,5,1,1,4,2,1,4,5,1,2,1,4,4,5,5,5,4,2,4,3,4,5,1,4,2,2,5,1,1,1,1,4,5,5,2,1,5,5,4,4,4
R_1E0bNmaNYCB2dcf,4,5,1,2,4,4,5,2,3,4,2,2,5,1,3,5,1,5,4,4,4,2,4,3,2,1,4,2,4,4,4,4,5,5,5,3,3,4,3,5,2,3,5,4,2,2,1,1,1,2,3,5,4,3,2,3,3,1,3,3
R_3RxVgRoVW3BQqVW,2,5,4,1,5,2,5,4,4,4,4,3,4,4,4,5,2,5,5,4,4,1,5,1,3,4,5,2,2,2,5,5,2,4,5,4,2,3,5,5,4,5,4,2,2,3,2,4,1,5,3,5,2,5,2,3,2,4,4,3
R_2bHm4S7Krt4fyuk,2,4,5,1,3,1,4,5,2,5,1,4,3,5,2,4,1,5,5,5,2,1,5,1,1,4,4,3,1,3,5,5,2,5,5,2,4,1,5,4,4,4,4,2,2,4,4,4,1,1,5,4,1,4,1,4,4,4,5,1
R_3CWqnJSheukdV8T,1,4,1,4,1,3,4,3,2,5,4,4,3,3,3,2,3,4,5,4,1,2,5,3,2,5,1,4,3,1,5,4,4,4,3,5,4,4,4,4,3,1,5,3,1,5,1,1,1,3,5,4,4,5,1,5,3,3,4,5
R_2dnp5gui3KKBXf6,4,4,4,2,2,4,4,5,4,5,4,4,5,4,4,4,2,4,5,5,4,4,4,1,1,4,4,4,1,2,4,4,2,5,4,4,4,2,5,4,2,4,4,4,2,2,5,3,1,4,5,5,4,5,4,4,5,5,5,3
R_r9jpWhVqi2e23Pb,2,4,3,3,4,3,4,4,2,4,4,4,4,4,4,5,4,4,4,4,2,2,4,2,2,3,3,4,2,3,5,4,4,5,4,4,3,3,4,4,3,4,4,4,3,2,4,2,1,2,4,4,5,5,3,3,3,4,4,3
R_2ydOA4C6czbuBAb,4,5,2,2,2,4,5,2,4,4,2,4,5,4,4,2,5,4,5,4,4,2,5,4,4,2,2,4,4,2,4,4,4,4,4,2,2,4,2,4,2,4,4,4,2,2,2,4,2,1,4,5,4,2,2,4,2,4,2,2
R_XZJtzytoUHX5UTD,2,5,3,1,3,2,5,4,4,4,2,3,4,3,4,4,1,4,4,5,3,1,4,5,1,5,3,4,2,1,5,5,3,5,5,3,1,4,4,5,1,3,4,3,1,3,1,2,2,1,3,5,5,4,1,3,4,1,5,5
R_2VJQVfRVzOlanko,2,4,3,2,5,4,5,4,3,4,2,5,3,2,4,4,5,4,4,5,3,3,5,2,3,4,3,4,2,2,5,4,3,4,5,3,4,2,5,5,3,2,2,3,1,4,3,2,1,2,3,4,2,4,2,4,2,2,4,4
R_27Vk5fdugh53ptB,5,5,4,3,1,2,5,2,2,4,1,2,4,5,3,1,1,4,5,5,3,1,5,2,1,1,3,2,1,2,2,5,2,5,5,2,1,4,4,5,5,1,4,1,1,5,1,2,1,1,3,5,3,5,2,5,5,2,5,4
R_BybfFAU4PVIfMbL,2,2,5,1,3,5,2,5,1,5,1,5,1,5,5,1,4,5,5,5,4,4,5,3,1,1,2,5,1,1,4,3,1,5,5,1,5,1,5,5,3,5,2,1,1,5,4,5,1,4,1,2,1,5,2,5,1,5,5,5
R_3g1KWjcKVIDNQwA,3,5,2,2,1,2,5,5,2,5,1,4,4,5,4,5,1,2,4,5,2,2,5,2,2,5,2,5,2,1,5,2,2,5,5,4,4,2,4,5,2,2,4,2,1,2,1,4,1,2,4,4,4,5,4,4,4,4,5,5
R_2donJ6ZiC8sOtzO,1,2,4,5,2,1,4,4,2,4,5,4,4,1,3,5,4,4,2,5,1,1,4,2,2,5,3,4,4,2,5,3,4,2,3,4,4,3,4,4,1,5,4,5,1,1,5,1,4,5,5,2,2,4,3,1,1,2,1,4
R_29ghjgn9l21JQMf,3,2,2,4,2,3,4,5,4,4,4,3,3,5,3,4,2,2,5,5,3,2,5,5,2,4,3,5,4,2,5,2,2,4,4,2,4,2,4,4,2,5,2,4,2,3,4,2,1,2,2,4,4,4,2,4,4,5,1,4
R_0quOaiB1NpFPuPn,2,4,2,1,1,3,5,3,2,5,4,2,4,2,4,5,2,4,2,5,4,1,4,2,1,4,4,3,3,1,5,3,5,5,4,3,1,4,5,4,2,4,5,3,1,1,2,1,2,1,3,5,3,5,4,2,4,2,1,5
R_ZkpmDG3RATu3Fmx,4,5,5,2,2,1,5,5,2,5,1,2,2,5,4,5,1,4,4,4,1,1,4,1,2,5,5,4,1,1,5,2,4,5,5,4,3,2,5,5,2,4,4,1,1,2,1,4,1,4,4,5,4,5,2,5,4,1,5,4
R_SDeJF6hZA2375Kh,4,5,1,1,1,4,5,4,2,5,2,4,4,4,4,4,5,4,5,5,3,1,5,4,2,1,5,1,2,1,4,5,5,5,5,2,1,4,4,5,3,4,4,2,1,4,2,1,1,1,3,5,5,4,1,4,4,1,4,5
R_1CDXWbDHXN8MOjJ,5,4,5,2,1,5,4,4,2,5,1,5,4,5,5,1,2,2,5,5,5,5,5,4,1,4,1,5,1,1,1,4,2,4,5,1,5,2,5,5,4,5,4,1,1,5,4,5,2,1,1,4,2,5,2,5,1,5,5,5
R_TuQ1PfZEKUW0BfH,3,4,2,2,4,3,5,4,2,5,3,4,4,5,4,3,1,5,4,5,2,2,4,2,2,4,2,4,4,3,5,4,5,4,5,3,4,4,5,4,3,3,4,5,3,4,3,1,2,1,4,5,4,4,2,4,2,4,3,3
R_tJya3ALPoVaxSQp,3,3,5,2,5,3,3,5,2,5,3,3,3,4,4,3,3,1,3,3,3,5,5,4,4,4,3,5,4,4,4,3,1,4,1,4,5,1,3,4,5,5,3,2,5,4,4,5,2,5,4,4,1,4,5,2,2,5,4,3
R_2E4QWnRLuw5hLu8,1,1,1,1,1,5,2,5,1,5,1,5,1,5,5,5,1,5,5,5,5,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,5,5,1,5,1,5,5,1
R_2rVfYbFdo4dbt4S,4,4,5,3,2,4,4,3,3,5,3,3,4,4,4,2,3,4,4,5,4,3,5,3,2,3,4,4,2,2,4,4,1,3,4,3,3,4,4,4,5,3,4,4,1,4,2,4,3,4,2,4,3,4,5,5,4,5,4,5
R_3PauorHbU58zpyX,1,5,5,1,2,1,4,4,1,4,5,4,2,5,4,5,2,2,5,5,1,3,5,3,2,5,5,5,2,1,5,3,2,5,5,5,4,1,5,5,3,4,1,3,1,1,4,4,1,2,5,4,1,4,1,3,3,5,3,5
R_3EvgICMrsVRAUsA,5,5,3,5,1,4,5,2,5,5,3,4,5,4,5,4,2,4,4,4,2,1,3,4,2,1,3,4,4,1,5,5,3,4,4,4,3,5,4,3,5,5,5,5,1,5,3,4,4,2,5,5,5,2,2,4,4,3,4,5
R_2X02M4hEZvVK4od,1,5,4,2,4,2,5,4,2,5,5,3,3,1,5,5,2,3,4,4,1,4,5,1,2,5,4,4,2,1,5,4,3,5,4,5,4,4,5,5,1,5,4,4,2,1,3,2,1,2,4,4,2,5,1,2,4,2,2,4
R_1FrYjes8I9uTVh8,4,5,2,4,2,3,5,2,3,5,1,3,5,2,4,3,1,5,3,4,3,3,2,5,1,1,5,2,5,1,4,5,4,3,5,3,1,4,3,5,4,3,4,4,1,4,2,1,3,2,3,5,4,2,2,4,3,3,1,4
R_3G1FXQ7WIQ55Kb8,2,4,3,5,2,3,4,3,4,4,4,5,4,4,3,5,2,4,4,4,3,3,5,5,4,4,4,2,4,2,4,4,4,3,4,4,3,3,4,4,3,4,4,4,2,2,2,3,4,2,4,4,4,4,2,3,4,2,2,3
R_3G25WqF0lmC5gE7,2,4,2,4,5,5,4,2,4,4,2,2,4,2,5,3,5,5,3,5,4,2,2,5,1,2,4,2,4,2,5,4,4,4,4,1,2,4,3,5,2,2,4,4,1,1,2,1,2,1,1,3,5,2,1,3,5,2,1,5
R_3LYn2w3okDTrFYu,5,4,2,5,4,5,5,2,4,5,2,4,4,5,5,2,2,4,5,4,5,4,5,4,4,2,4,1,2,4,1,5,5,5,4,2,4,5,1,4,4,4,5,1,2,5,4,1,2,2,3,5,5,1,1,4,2,1,4,4
R_2ve1ksIVkSlHD7B,4,4,1,4,4,4,5,1,4,5,2,2,5,1,4,4,2,5,3,2,4,3,1,5,1,1,4,1,4,2,4,5,5,2,4,1,1,5,1,4,5,2,5,4,1,4,4,1,4,3,2,5,5,1,2,4,4,4,1,5
R_1rOe6OI52K2dFsy,4,4,3,3,1,4,5,5,3,5,2,3,3,4,3,4,3,4,3,5,3,2,4,3,1,4,3,4,3,2,3,4,4,4,3,3,3,3,4,5,3,4,3,3,3,4,2,2,1,1,3,5,3,3,2,3,4,3,4,4
R_2ZVa8m9WXEJvBEK,4,5,2,4,2,4,5,3,2,5,1,1,4,4,4,4,5,4,4,2,4,4,4,4,2,2,5,4,4,2,4,5,4,4,4,2,2,4,4,5,4,3,5,4,1,4,3,1,2,2,4,5,5,2,2,4,4,4,4,4
R_9BROsF9vSSoU2Hf,4,3,5,1,1,4,4,5,1,4,2,4,3,5,4,3,4,4,5,4,5,5,5,1,2,5,2,4,1,1,4,2,2,5,4,2,4,3,5,4,1,3,4,1,4,4,4,4,1,4,1,3,2,5,4,3,3,4,5,4
R_1q3qW7tNeJjJuDx,4,4,4,1,4,4,4,5,4,5,1,2,4,5,4,5,2,5,4,4,4,2,4,2,2,5,2,4,2,2,5,4,5,5,4,4,2,4,4,4,2,4,2,2,4,4,4,1,2,1,4,4,4,4,2,4,2,2,5,2
R_1dy2j4UkUcePom1,2,4,1,5,2,3,5,1,4,5,1,2,5,4,4,4,1,5,4,4,1,2,2,4,3,2,2,1,2,1,4,4,5,4,3,2,1,5,2,5,4,4,5,4,1,2,2,1,2,2,4,5,5,2,4,5,2,2,2,4
R_3PF7dCt92PA5vFh,4,4,2,4,2,5,4,2,4,5,2,4,5,2,4,3,2,4,5,5,4,2,2,4,1,2,3,2,4,2,4,4,4,4,4,2,2,4,4,4,4,4,5,4,2,5,4,4,2,2,2,5,4,2,2,4,5,4,1,4
R_3M6b2V14G7BdMoj,4,5,3,1,3,1,5,4,2,5,2,2,4,4,2,2,5,3,2,4,2,3,5,1,1,4,5,4,2,4,4,4,3,5,4,3,2,4,5,5,5,4,5,2,1,4,1,2,1,1,4,5,3,5,3,4,4,4,5,1
R_TuQxipjfchmkS2d,5,5,3,4,1,4,5,3,4,5,2,5,5,3,5,4,5,4,4,4,5,3,3,5,3,4,5,4,5,3,3,3,3,1,5,1,5,5,1,5,5,4,5,4,2,5,5,3,5,5,1,4,5,3,2,4,5,4,3,3
R_SIrolrbIwZyG01j,4,4,4,2,4,3,5,4,4,4,2,2,3,4,4,2,1,4,4,5,4,1,5,2,1,4,2,2,2,3,4,3,2,5,4,1,1,4,2,5,2,1,5,2,2,4,4,2,2,2,1,4,5,3,2,2,5,4,4,2
R_263YebNaFwUiawr,4,2,3,3,5,3,2,1,4,5,3,4,5,4,5,2,4,3,2,4,3,3,4,3,4,2,5,2,4,1,3,5,4,3,4,3,3,5,3,4,4,3,5,4,1,3,5,1,4,2,3,4,5,3,2,3,5,4,3,4
R_2VOu5aWAIE9aA6F,5,5,1,5,5,5,5,1,5,5,4,3,5,1,5,1,5,5,4,3,5,1,4,5,1,1,5,1,5,2,4,5,5,2,1,1,5,5,5,5,5,5,5,5,1,5,5,1,5,3,1,4,5,5,3,3,5,5,3,5
R_884crRB3VxSOLCx,3,5,3,4,1,2,5,5,2,5,1,4,2,4,3,3,1,4,3,5,2,3,5,1,2,5,5,4,2,2,5,3,3,5,5,3,3,1,3,5,2,4,1,3,2,4,3,2,1,2,4,3,1,4,2,4,4,4,2,2
R_3k08OhALnNGV0gO,3,5,4,2,1,4,5,3,5,5,4,4,4,3,5,4,1,3,4,5,3,3,4,5,2,4,5,4,4,2,5,5,3,4,5,3,3,4,3,5,4,4,5,2,1,5,2,1,2,2,4,5,4,4,2,4,5,4,3,5
R_2En2CrGJdTP8neU,5,5,2,4,2,3,4,5,4,4,1,2,2,5,3,3,1,4,4,4,3,2,2,3,4,2,4,3,3,3,3,5,5,4,4,2,2,5,4,3,5,2,4,2,4,5,2,1,2,4,2,4,4,3,5,5,3,2,4,4
R_1LeBRqKl9y5EVbl,2,5,4,4,3,3,4,5,2,5,4,3,4,4,2,5,1,4,5,4,2,3,4,2,5,5,4,2,1,5,5,5,4,5,4,4,2,2,5,4,2,4,5,4,4,2,1,3,1,3,4,4,4,4,3,2,3,4,3,2
R_1Nt6gMWwIbIrKze,4,4,5,2,2,3,5,4,2,2,2,4,3,5,1,3,5,5,5,5,4,1,5,1,1,4,2,5,1,3,4,5,1,5,5,4,4,3,5,5,4,4,4,1,2,4,1,5,1,1,4,5,2,5,3,4,3,5,5,2
R_2UWMdVLhrXRG2x3,2,3,3,3,1,4,4,4,3,4,3,3,3,4,4,4,3,4,3,5,3,4,4,2,2,3,3,2,3,2,3,3,2,4,5,2,3,2,3,3,3,4,2,3,2,3,3,4,2,2,4,4,3,4,2,3,3,3,4,4
R_Amv3GmI2rfeDM53,2,5,1,4,5,4,5,4,4,5,1,4,5,4,4,5,5,4,4,5,4,1,4,1,1,1,4,1,1,1,5,5,5,5,5,2,1,5,5,5,4,5,4,1,1,2,1,1,1,1,4,5,5,5,1,4,5,1,4,4
R_3Gp4l1YqcWwSREI,5,4,4,4,4,4,5,4,4,5,4,5,4,3,4,4,4,3,3,5,3,3,5,4,3,4,4,4,4,3,4,4,3,4,5,4,4,4,5,2,4,5,4,4,4,4,3,3,3,3,4,4,3,4,3,4,4,4,2,4
R_1f9sgyr2N2uCqmO,4,3,5,1,5,3,4,5,1,4,2,3,3,5,2,4,4,1,4,5,5,4,5,1,4,5,3,5,1,1,4,3,1,5,5,4,5,3,5,3,5,5,3,1,2,5,4,5,1,1,5,4,1,5,4,4,3,5,5,3
R_2wzPiLRVUxTLkAt,4,4,2,3,2,2,5,2,4,3,2,2,5,1,4,4,2,4,2,5,2,1,4,3,2,2,4,2,4,2,4,3,3,4,5,4,1,4,2,2,4,4,4,4,2,5,1,1,2,2,2,5,4,1,4,5,5,1,2,4
R_3Pk4iDfQp1gzaMF,1,4,4,1,1,3,5,5,1,4,2,3,1,5,4,2,1,4,5,5,3,2,3,1,1,5,5,4,1,1,4,4,3,5,5,3,1,2,5,5,1,4,2,1,1,4,1,1,1,3,5,5,3,5,1,2,2,4,5,5
R_1Ii3eMIcUoQ95ba,4,5,3,1,1,4,4,4,2,4,2,5,4,5,2,4,4,4,5,4,3,4,5,2,2,5,4,3,1,2,5,4,4,5,4,2,2,4,5,2,4,4,4,2,2,5,3,2,1,3,2,5,5,5,2,4,2,5,5,3
R_1fiKZH0B47DDCKz,4,4,4,5,2,2,4,3,5,5,1,2,3,4,3,3,1,4,3,4,2,2,2,2,1,4,5,4,3,5,5,5,4,4,5,5,4,3,4,4,3,2,5,4,2,4,2,1,1,1,4,5,4,2,4,4,4,4,3,5
R_yz458nwwltl83Ad,4,5,3,2,1,3,5,4,2,4,3,2,3,2,4,5,1,4,3,4,3,2,5,4,2,5,5,4,4,1,5,4,2,3,5,3,2,3,3,5,2,1,4,5,1,3,2,5,3,3,4,5,1,1,2,2,4,3,3,5
R_1OIaXdovk7Pe49G,1,5,5,1,3,2,5,5,4,5,4,3,2,5,5,5,1,4,5,5,1,4,5,1,2,4,4,4,1,5,5,2,3,5,5,4,2,1,5,5,4,4,4,1,2,4,2,4,1,2,5,5,4,5,2,4,4,5,5,1
R_3nw3QS776NJsLQf,5,2,5,4,5,4,5,3,4,5,4,4,5,5,5,4,4,5,5,5,5,5,3,4,5,5,5,3,5,4,5,5,5,4,5,5,4,4,5,5,4,5,5,4,5,5,1,4,4,4,5,3,5,5,5,5,5,4,5,5
R_3plIOvhvuhx3Ls0,1,5,4,2,2,1,4,5,4,5,2,2,2,2,2,4,1,5,4,5,1,1,5,2,4,5,4,4,2,2,5,5,5,5,4,4,2,4,4,2,2,1,4,2,4,4,1,1,1,2,5,5,1,4,4,4,5,5,2,2
R_3Lcn0uTzP3PKit3,5,5,4,3,4,3,4,4,4,5,1,4,3,2,4,2,1,3,4,4,3,4,5,4,1,4,4,3,3,1,3,4,4,4,3,2,3,4,3,5,2,4,4,4,1,5,2,2,4,5,4,4,4,3,2,4,4,4,2,4
R_AHdKTIAy0d6NxMB,1,5,2,2,5,1,5,4,1,4,4,4,2,4,2,5,2,5,4,4,1,1,4,1,3,4,5,4,1,4,5,4,4,5,4,5,1,5,4,4,2,4,5,1,5,1,3,2,1,4,5,5,2,4,2,2,5,3,5,1
R_3jfezAFO6a6TdUR,4,5,2,5,2,2,5,4,5,4,1,1,5,4,4,4,1,2,3,5,2,1,5,2,1,2,5,3,4,2,4,5,1,4,5,2,1,1,2,4,4,1,4,4,1,4,1,2,1,1,4,5,1,3,2,5,5,4,4,3
R_4ZcOSPwih2G2LtL,5,4,4,4,1,3,5,1,4,5,1,2,5,4,5,1,1,5,4,4,5,4,1,5,1,1,4,1,2,1,2,4,4,4,5,1,4,5,1,5,5,4,5,4,1,5,1,1,2,1,1,5,5,1,1,5,2,4,5,5
R_31n2OxuJRiJ6U6y,5,5,1,5,1,5,5,1,4,5,2,1,5,4,4,2,1,5,5,5,4,1,1,2,2,3,5,1,5,1,4,5,4,4,5,3,4,5,4,5,4,4,5,2,5,5,1,1,2,1,3,5,5,4,2,4,4,4,4,4
R_3gSMo8w0lPzNZWm,1,5,2,2,1,3,5,2,2,5,2,3,4,4,4,5,1,5,4,5,2,4,2,1,1,4,2,3,1,1,5,4,5,5,5,3,3,4,5,5,2,5,5,1,1,1,4,1,1,1,3,5,5,5,5,5,1,4,5,5
R_2cc1fzRkYDpS3vW,4,5,2,2,4,4,5,4,2,5,2,5,3,4,3,4,2,1,5,2,4,2,3,3,3,5,3,2,2,3,4,3,2,5,4,2,3,4,4,5,3,5,5,3,4,4,2,1,1,4,3,5,4,4,2,4,3,4,4,5
R_3PcdtpBBrIcTeA8,2,4,5,2,3,2,4,2,4,4,1,4,5,3,4,5,1,3,4,5,1,2,5,2,2,2,5,4,2,1,5,5,3,5,5,3,4,3,3,3,4,3,4,2,2,2,2,4,1,2,4,5,4,3,2,5,3,4,4,3
R_1QFX6cqRbjh8GMq,4,4,1,4,1,4,5,3,4,5,2,3,3,2,3,5,1,1,2,4,3,1,2,5,1,2,4,1,5,4,5,4,4,2,4,1,2,5,1,2,4,4,5,4,2,3,4,1,5,1,2,5,4,2,2,4,5,1,2,3
R_1QoaF9k8hrGAyWL,3,5,2,2,4,1,5,4,2,4,2,2,5,4,3,5,4,4,4,4,1,1,4,2,2,4,4,2,1,4,5,2,4,5,4,4,4,4,4,4,4,4,5,4,2,3,2,2,1,2,5,5,4,4,2,4,4,3,4,2
R_3J2WdhpGK0g4KM8,1,2,4,2,5,2,4,2,2,4,4,4,4,2,2,5,4,5,4,1,2,2,4,2,2,4,4,4,4,4,5,4,2,5,1,4,2,4,4,2,1,4,4,4,5,2,5,2,2,5,5,4,4,2,2,2,2,2,1,2
R_2feUgBqZOvC3lIO,3,5,5,1,1,4,5,3,4,5,1,3,3,4,5,4,1,5,5,5,4,3,5,2,2,4,5,3,2,1,5,1,2,5,5,3,4,4,5,5,3,5,4,2,1,4,3,3,1,1,4,5,5,5,1,3,5,4,5,5
R_8knaLyErz67AdTH,5,5,2,4,2,1,5,4,5,5,2,2,5,1,4,1,1,4,5,5,4,1,4,1,1,2,5,2,2,1,4,1,4,5,3,2,1,2,5,4,4,2,5,3,1,5,1,1,1,1,1,5,5,5,1,1,5,4,2,4
R_9TajZDAq4aWvT0Z,1,4,5,1,4,1,4,5,1,5,5,3,2,4,4,5,1,4,5,4,1,4,5,2,1,4,2,3,1,5,5,4,1,5,4,3,2,3,5,5,1,4,3,1,2,1,4,5,1,4,5,4,1,5,2,1,3,5,4,2
R_3Hq6a7msgrdJDgH,4,5,4,1,4,5,5,4,2,5,2,3,2,5,5,3,2,4,5,1,4,2,5,2,1,4,5,4,1,2,4,3,1,5,2,3,5,5,4,1,5,2,4,1,1,5,2,2,2,2,2,4,2,5,2,4,5,5,4,4
R_3RwSN1IGKzmtqJs,3,5,4,2,4,3,4,4,4,5,2,2,4,4,4,3,2,3,5,4,3,2,4,1,2,4,4,4,2,4,5,4,1,4,4,4,2,3,4,4,2,4,4,4,3,4,3,3,1,1,5,4,4,4,1,4,5,4,5,4
R_1B30NE8tyTR8Jj3,4,5,5,1,1,5,5,2,2,5,2,4,5,5,5,2,1,5,5,4,5,4,4,1,1,4,5,4,1,1,5,5,5,5,5,2,1,5,5,5,4,1,5,4,1,5,1,1,1,1,1,5,5,5,1,5,5,4,5,4
R_31pzerfsfSc3tbi,2,5,2,3,1,3,4,2,2,3,2,2,3,4,3,4,2,3,4,5,1,2,2,4,2,3,3,4,3,1,5,4,3,3,3,3,3,2,2,4,3,3,3,3,3,3,3,3,4,2,3,4,4,2,1,4,3,4,3,4
R_BG2nAqCrQ6rRA8V,2,5,1,4,1,3,4,3,2,4,2,2,5,2,4,4,1,5,5,5,4,2,2,2,4,2,4,1,2,1,4,4,5,5,4,4,4,4,4,4,2,4,5,2,1,2,1,3,1,2,2,5,5,4,2,4,5,1,5,4
R_3dY4dORGfTMLmqe,3,4,5,2,5,3,4,4,1,5,1,2,2,5,3,3,2,3,4,5,2,4,4,1,1,4,2,4,1,5,5,4,1,5,5,4,4,1,5,4,2,4,4,2,2,4,4,4,2,1,2,2,3,5,1,4,2,4,5,4
R_RCQNGbcirK7icXD,1,4,4,1,5,4,4,4,1,5,4,4,2,5,1,4,4,4,5,5,4,3,5,2,2,4,4,4,2,2,5,2,2,5,5,3,4,1,4,4,3,4,2,1,2,3,4,5,1,2,5,3,2,5,2,3,2,4,5,2
R_1GwsHbAjTEEFJIB,3,3,4,2,2,3,4,4,2,4,4,4,4,4,3,4,4,4,4,4,3,1,4,2,2,2,2,4,3,4,4,4,4,4,3,2,3,4,5,4,4,5,4,4,4,4,4,2,4,3,2,4,2,5,3,4,2,4,4,3
R_qVZUvh5HRix3uiR,3,5,1,4,1,5,4,1,2,5,1,3,3,5,5,4,4,3,5,5,5,5,2,2,1,3,1,4,4,1,2,5,3,5,5,2,5,4,4,5,4,5,4,2,1,4,2,1,2,1,1,2,5,4,2,5,3,4,5,5
R_3no769tGQQBYUyv,4,5,1,2,5,5,5,5,1,5,5,5,5,5,3,3,4,5,5,5,5,4,5,1,5,5,5,3,1,5,4,4,5,5,5,5,4,4,5,5,5,5,5,2,2,4,4,2,1,1,1,4,2,5,4,2,5,5,5,2
R_3qQnQbjcjxu6iIs,4,5,1,2,4,4,5,2,4,1,1,4,5,1,4,1,5,5,5,1,1,1,4,5,4,1,2,1,3,5,1,5,5,2,1,4,1,5,1,1,4,5,5,4,1,1,1,1,4,2,4,5,5,1,5,3,4,1,5,4
R_1f3EznVQDvmcMth,5,5,4,2,5,4,5,3,2,3,1,3,5,2,4,1,5,5,4,3,1,2,4,5,4,5,4,1,2,2,1,5,4,5,5,5,4,4,4,5,2,4,5,1,2,5,1,2,4,3,5,5,4,3,3,4,5,4,5,4
R_dmVHnlpChvgKaGZ,4,5,4,2,2,3,5,4,3,5,4,4,4,4,4,4,1,1,5,5,2,1,5,1,1,4,1,4,4,1,5,4,2,5,5,3,4,4,2,4,4,4,3,4,1,4,1,4,2,2,4,5,4,3,1,5,4,4,4,5
R_1gtmzqHNq0CAIAf,2,3,5,2,2,4,2,4,2,5,4,2,1,2,4,3,4,5,4,5,2,2,5,3,1,4,4,4,1,2,4,2,1,5,5,4,4,2,4,5,2,5,2,2,1,4,5,5,2,4,5,3,2,5,1,4,2,4,2,5
R_XSLMGKxqs0UlVnP,4,3,4,4,2,4,3,3,2,5,3,5,2,5,3,4,2,2,5,5,4,4,5,2,2,2,2,4,1,1,4,3,1,5,5,2,4,3,5,4,4,5,3,1,2,4,4,4,1,4,3,4,5,4,3,3,4,5,5,4
